Reporter,Partner,Date of Signature,Date of entry into force
China,Kyrgyzstan,14-May-92,8-Sep-95
China,"Lao, PDR",31-Jan-93,1-Jun-93
China,Latvia,15-Apr-04,1-Feb-06
China,Lebanon,13-Jun-96,10-Jul-97
China,Libyan Arab Jamahiriya,4-Aug-10,---
China,Lithuania,8-Nov-93,1-Jun-94
China,"Macedonia, TFYR",9-Jun-97,1-Nov-97
China,Madagascar,21-Nov-05,1-Jun-07
China,Malaysia,21-Nov-88,31-Mar-90
China,Mali,12-Feb-09,16-Jul-09
China,Malta,22-Feb-09,1-Apr-09
China,Mauritius,4-May-96,8-Jun-97
China,Mexico,11-Jul-08,6-Jun-09
China,"Moldova, Republic of",6-Nov-92,1-Mar-95
China,Mongolia,25-Aug-91,1-Nov-93
China,Morocco,27-Mar-95,27-Nov-99
China,Mozambique,10-Jul-01,26-Feb-02
China,Myanmar,12-Dec-01,21-May-02
China,Namibia,17-Nov-05,---
China,Netherlands,26-Nov-01,1-Aug-04
China,New Zealand,22-Nov-88,25-Mar-89
China,Nigeria,27-Aug-01,---
China,Norway,21-Nov-84,10-Jul-85
China,Oman,18-Mar-95,1-Aug-95
China,Pakistan,12-Feb-89,30-Sep-90
China,Papua New Guinea,12-Apr-91,12-Feb-93
China,Peru,9-Jun-94,1-Feb-95
China,Philippines,20-Jul-92,8-Sep-95
China,Poland,7-Jun-88,8-Jan-89
China,Portugal,9-Dec-05,26-Jul-08
China,Qatar,9-Apr-99,1-Apr-00
China,Romania,16-Apr-07,1-Sep-09
China,Russian Federation,9-Nov-06,1-May-09
China,Saudi Arabia,29-Feb-96,1-May-97
China,Serbia,18-Dec-95,13-Sep-96
China,Seychelles,10-Feb-07,---
China,Sierra Leone,16-May-01,---
China,Singapore,21-Nov-85,7-Feb-86
China,Slovakia,7-Dec-05,25-May-07
China,Slovenia,13-Sep-93,1-Jan-95
China,South Africa,30-Dec-97,1-Apr-98
China,Spain,14-Nov-05,1-Jul-08
China,Sri Lanka,13-Mar-86,25-Mar-87
China,Sudan,30-May-97,1-Jul-98
China,Sweden,27-Sep-04,27-Sep-04
China,Switzerland,27-Jan-09,13-Apr-10
China,Syrian Arab Republic,9-Dec-96,1-Nov-01
China,Tajikistan,9-Mar-93,20-Jan-94
China,Thailand,12-Mar-85,13-Dec-85
China,Trinidad and Tobago,22-Jul-02,24-May-04
China,Tunisia,21-Jun-04,---
China,Turkey,13-Nov-90,20-Aug-94
China,Turkmenistan,21-Nov-92,4-Jun-94
China,Uganda,27-May-04,---
China,Ukraine,31-Oct-92,29-May-93
China,United Arab Emirates,1-Jul-93,28-Sep-94
China,United Kingdom,15-May-86,15-May-86
China,Uruguay,2-Dec-93,1-Dec-97
China,Uzbekistan,19-Apr-11,1-Sep-11
China,Vanuatu,7-Apr-06,---
China,VietNam,2-Dec-92,1-Sep-93
China,Yemen,16-Feb-98,10-Apr-02
China,Zambia,21-Jun-96,---
China,Zimbabwe,21-May-96,1-Mar-98
Chile,Argentina,2-Aug-91,1-Jan-95
Chile,Australia,9-Jul-96,18-Nov-99
Chile,Austria,8-Sep-97,22-Oct-00
Chile,Belgium and Luxembourg,15-Jul-92,5-Aug-99
Chile,Bolivia,22-Sep-94,21-Jul-99
Chile,Brazil,22-Mar-94,---
Chile,China,23-Mar-94,1-Aug-95
Chile,Costa Rica,11-Jul-96,23-Jun-00
Chile,Croatia,28-Nov-94,15-Jun-96
Chile,Cuba,10-Jan-96,30-Sep-00
Chile,Czech Republic,24-Apr-95,5-Oct-96
Chile,Denmark,28-May-93,3-Nov-95
Chile,Dominican Republic,28-Nov-00,8-May-02
Chile,Ecuador,23-Oct-93,21-Feb-96
Chile,Egypt,5-Aug-99,---
Chile,El Salvador,8-Nov-96,18-Nov-99
Chile,Finland,27-May-93,1-May-96
Chile,France,14-Jul-92,24-Jun-94
Chile,Germany,21-Oct-91,8-May-99
Chile,Greece,10-Jul-96,27-Oct-02
Chile,Guatemala,8-Nov-96,10-Dec-01
Chile,Honduras,11-Nov-96,10-Jan-02
Chile,Hungary,10-Mar-97,---
Chile,Iceland,26-Jun-03,12-Aug-06
Chile,Indonesia,7-Apr-99,---
Chile,Italy,8-Mar-93,8-Feb-95
Chile,"Korea, Republic of",6-Sep-96,16-Sep-99
Chile,Lebanon,3-Oct-99,---
Chile,Malaysia,11-Nov-92,4-Aug-95
Chile,Netherlands,30-Nov-98,---
Chile,New Zealand,22-Jul-99,---
Chile,Nicaragua,8-Nov-96,10-Jan-01
Chile,Norway,1-Jun-93,7-Sep-94
Chile,Panama,8-Nov-96,21-Dec-99
Chile,Paraguay,7-Aug-95,17-Dec-97
Chile,Peru,2-Feb-00,11-Aug-01
Chile,Philippines,20-Nov-95,6-Aug-97
Chile,Poland,5-Jul-95,17-Jan-00
Chile,Portugal,28-Apr-95,24-Feb-98
Chile,Romania,4-Jul-95,27-Jul-97
Chile,South Africa,12-Nov-98,---
Chile,Spain,2-Oct-91,28-Mar-94
Chile,Sweden,24-May-93,30-Dec-95
Chile,Switzerland,24-Sep-99,2-May-02
Chile,Tunisia,23-Oct-98,---
Chile,Turkey,21-Aug-98,---
Chile,Ukraine,30-Oct-95,29-Aug-97
Chile,United Kingdom,8-Jan-96,21-Apr-97
Chile,Uruguay,25-Mar-10,---
Chile,Venezuela,2-Apr-93,25-May-95
Chile,VietNam,16-Sep-99,---
Chad,Benin,18-May-01,---
Chad,Burkina Faso,18-May-01,---
Chad,China,26-Apr-10,---
Chad,Egypt,14-Mar-98,---
Chad,France,11-Aug-60,---
Chad,Germany,11-Apr-67,23-Nov-68
Chad,Guinea,15-Jun-04,---
Chad,Italy,11-Jun-69,11-Jun-69
Chad,Lebanon,15-Jun-04,---
Chad,Mali,18-May-01,---
Chad,Mauritius,18-May-01,---
Chad,Morocco,4-Dec-97,---
Chad,Qatar,22-Nov-99,---
Chad,Switzerland,21-Feb-67,31-Oct-67
Central African Republic,Egypt,7-Feb-00,---
Central African Republic,Germany,23-Aug-65,21-Jan-68
Central African Republic,Morocco,26-Sep-06,---
Central African Republic,Switzerland,28-Feb-73,4-Jul-73
Cape Verde,Angola,30-Sep-97,15-Dec-97
Cape Verde,Austria,3-Sep-91,1-Apr-93
Cape Verde,China,21-Apr-98,1-Jan-01
Cape Verde,Cuba,22-May-97,8-Jan-03
Cape Verde,Germany,18-Jan-90,15-Dec-93
Cape Verde,Italy,12-Jun-97,---
Cape Verde,Netherlands,11-Nov-91,25-Nov-92
Cape Verde,Portugal,26-Oct-90,4-Oct-91
Cape Verde,Switzerland,28-Oct-91,6-May-92
Canada,Argentina,5-Nov-91,29-Apr-93
Canada,Armenia,8-May-97,29-Mar-99
Canada,Bangladesh,9-Feb-90,12-Mar-90
Canada,Barbados,29-May-96,17-Jan-97
Canada,Benin,9-Jan-13,---
Canada,Bosnia and Herzegovina,21-Dec-79,28-Dec-80
Canada,China,9-Sep-12,---
Canada,Costa Rica,18-Mar-98,29-Sep-99
Canada,Croatia,3-Feb-97,30-Jan-01
Canada,Czech Republic,6-May-09,22-Jan-12
Canada,Ecuador,29-Apr-96,6-Jun-97
Canada,Egypt,13-Nov-96,3-Nov-97
Canada,El Salvador,31-May-99,---
Canada,Hungary,3-Oct-91,21-Nov-93
Canada,Jordan,28-Jun-09,14-Dec-09
Canada,Kuwait,26-Sep-11,---
Canada,Latvia,5-May-09,24-Nov-11
Canada,Lebanon,11-Apr-97,19-Jun-99
Canada,Panama,12-Sep-96,13-Feb-98
Canada,Peru,14-Nov-06,20-Jun-07
Canada,Philippines,10-Nov-95,1-Nov-96
Canada,Poland,26-Oct-90,22-Nov-90
Canada,Romania,8-May-09,23-Nov-11
Canada,Russian Federation,20-Nov-89,27-Jun-91
Canada,Singapore,30-Jul-71,30-Jul-71
Canada,Slovakia,20-Jul-10,14-Mar-12
Canada,South Africa,27-Nov-95,---
Canada,"Tanzania, United Republic",17-May-13,---
Canada,Thailand,17-Jan-97,24-Sep-98
Canada,Trinidad and Tobago,11-Sep-95,8-Jul-96
Canada,Ukraine,24-Oct-94,24-Jun-95
Canada,Uruguay,29-Oct-97,2-Jun-99
Canada,Venezuela,1-Jul-96,28-Jan-98
Cameroon,Belgium and Luxembourg,27-Mar-80,1-Nov-81
Cameroon,Egypt,24-Oct-00,---
Cameroon,Germany,29-Jun-62,21-Nov-63
Cameroon,Guinea,18-May-01,---
Cameroon,Italy,29-Jun-99,4-Jan-04
Cameroon,Mali,18-May-01,---
Cameroon,Mauritania,18-May-01,---
Cameroon,Mauritius,3-Aug-01,---
Cameroon,Morocco,24-Jan-07,---
Cameroon,Netherlands,6-Jul-65,7-May-66
Cameroon,Romania,30-Aug-80,24-Sep-81
Cameroon,Switzerland,28-Jan-63,6-Apr-64
Cameroon,Turkey,24-Apr-12,---
Cameroon,United Kingdom,4-Jun-82,7-Jun-85
Cameroon,United States,26-Feb-86,6-Apr-89
Cambodia,Austria,17-Dec-04,---
Cambodia,China,19-Jul-96,1-Feb-00
Cambodia,Croatia,18-May-01,15-Jun-02
Cambodia,Cuba,26-Sep-01,---
Cambodia,Czech Republic,12-May-08,23-Oct-09
Cambodia,France,13-Jul-00,24-Jul-02
Cambodia,Germany,15-Feb-99,14-Apr-02
Cambodia,Indonesia,16-Mar-99,---
Cambodia,Japan,14-Jun-07,31-Jul-08
Cambodia,"Korea, Democratic People's Republic of",1-Nov-07,---
Cambodia,"Korea, Republic of",10-Feb-97,12-Mar-97
Cambodia,Kuwait,4-Aug-08,---
Cambodia,Lao People's Democratic Republic,24-Nov-08,---
Cambodia,Malaysia,17-Aug-94,---
Cambodia,Netherlands,23-Jun-03,1-Mar-06
Cambodia,Pakistan,27-Apr-04,---
Cambodia,Philippines,16-Aug-00,---
Cambodia,Singapore,4-Nov-96,24-Feb-00
Cambodia,Switzerland,12-Oct-96,28-Mar-00
Cambodia,Thailand,29-Mar-95,16-Apr-97
Cambodia,VietNam,1-Sep-01,---
Burundi,Belgium and Luxembourg,13-Apr-89,12-Sep-93
Burundi,Comoros,18-May-01,---
Burundi,Germany,10-Sep-84,9-Dec-87
Burundi,Kenya,1-Apr-09,---
Burundi,Mauritius,18-May-01,22-Nov-09
Burundi,Netherlands,30-May-07,1-Aug-09
Burundi,United Kingdom,13-Sep-90,13-Sep-90
Burkina Faso,Belgium and Luxembourg,18-May-01,13-Jan-04
Burkina Faso,Benin,18-May-01,---
Burkina Faso,Chad,18-May-01,---
Burkina Faso,Comoros,18-May-01,---
Burkina Faso,Germany,22-Oct-96,21-Nov-09
Burkina Faso,Ghana,18-May-01,---
Burkina Faso,Guinea,25-Mar-03,26-Aug-04
Burkina Faso,"Korea, Republic of",26-Oct-04,---
Burkina Faso,Malaysia,23-Apr-98,18-Aug-03
Burkina Faso,Mauritania,18-May-01,---
Burkina Faso,Morocco,8-Feb-07,---
Burkina Faso,Netherlands,10-Nov-00,1-Jan-04
Burkina Faso,Switzerland,6-May-69,15-Sep-69
Burkina Faso,Tunisia,7-Jan-93,---
Bulgaria,Albania,27-Apr-94,28-Jan-96
Bulgaria,Algeria,25-Oct-98,6-Jun-02
Bulgaria,Argentina,21-Sep-93,11-Mar-97
Bulgaria,Armenia,10-Apr-95,27-Mar-96
Bulgaria,Austria,22-Jan-97,1-Nov-97
Bulgaria,Azerbaijan,7-Oct-04,---
Bulgaria,Bahrain,26-Jun-09,---
Bulgaria,Belarus,21-Feb-96,11-Nov-97
Bulgaria,Belgium and Luxembourg,25-Oct-88,29-May-91
Bulgaria,China,26-Jun-07,10-Nov-07
Bulgaria,Croatia,25-Jun-96,20-Feb-98
Bulgaria,Cuba,16-Dec-98,24-May-00
Bulgaria,Cyprus,12-Nov-87,18-May-88
Bulgaria,Czech Republic,17-Mar-99,30-Sep-00
Bulgaria,Denmark,14-Apr-93,20-May-95
Bulgaria,Egypt,15-Mar-98,8-Jun-00
Bulgaria,Finland,3-Oct-97,16-Apr-99
Bulgaria,France,5-Apr-89,1-May-90
Bulgaria,Georgia,19-Jan-95,6-Aug-99
Bulgaria,Germany,12-Apr-86,10-Mar-88
Bulgaria,Ghana,20-Oct-89,---
Bulgaria,Greece,12-Mar-93,29-Apr-95
Bulgaria,Hungary,8-Jun-94,7-Sep-95
Bulgaria,India,29-Oct-98,23-Sep-99
Bulgaria,Indonesia,13-Sep-03,23-Jan-05
Bulgaria,"Iran, Islamic Republic of",13-Nov-98,24-Aug-03
Bulgaria,Israel,6-Dec-93,17-Dec-96
Bulgaria,Jordan,7-Aug-02,19-Apr-03
Bulgaria,Kazakhstan,15-Sep-99,20-Aug-01
Bulgaria,"Korea, DPR",16-Jun-99,---
Bulgaria,"Korea, Republic of",12-Jun-06,16-Nov-06
Bulgaria,Kuwait,29-Jan-07,14-May-10
Bulgaria,Latvia,5-Dec-03,23-Jul-04
Bulgaria,Lebanon,21-Dec-10,---
Bulgaria,Libyan Arab Jamahiriya,19-Nov-99,19-Jan-04
Bulgaria,Lithuania,21-Nov-05,25-Apr-06
Bulgaria,"Macedonia, TFYR",22-Feb-99,5-Jun-99
Bulgaria,Malta,12-Jun-84,7-Feb-85
Bulgaria,"Moldova, Republic of",17-Apr-96,12-Jun-97
Bulgaria,Mongolia,6-Jun-00,---
Bulgaria,Morocco,28-Sep-10,20-Sep-12
Bulgaria,Netherlands,6-Oct-99,1-Mar-01
Bulgaria,Nigeria,21-Dec-98,---
Bulgaria,Oman,2-Feb-07,---
Bulgaria,Pakistan,12-Feb-02,---
Bulgaria,Poland,11-Apr-94,9-Mar-95
Bulgaria,Portugal,27-May-93,20-Nov-00
Bulgaria,Romania,1-Jun-94,23-May-95
Bulgaria,Russian Federation,8-Jun-93,18-Dec-05
Bulgaria,San Marino,23-Feb-07,26-Jun-07
Bulgaria,Serbia,13-Feb-96,13-Sep-96
Bulgaria,Singapore,15-Sep-03,10-Feb-06
Bulgaria,Slovakia,24-Nov-05,18-Nov-06
Bulgaria,Slovenia,30-Jun-98,26-Nov-00
Bulgaria,Spain,5-Sep-95,22-Apr-98
Bulgaria,Sudan,3-Apr-02,---
Bulgaria,Sweden,19-Apr-94,1-Apr-95
Bulgaria,Switzerland,28-Oct-91,26-Oct-93
Bulgaria,Syrian Arab Republic,21-May-00,10-Nov-01
Bulgaria,Thailand,11-Sep-03,12-Aug-04
Bulgaria,Tunisia,24-Nov-00,15-Oct-03
Bulgaria,Turkey,6-Jul-94,22-Sep-97
Bulgaria,Ukraine,8-Dec-94,10-Dec-95
Bulgaria,United Kingdom,11-Dec-95,24-Jun-97
Bulgaria,United States,23-Sep-92,2-Jun-94
Bulgaria,Uzbekistan,24-Jun-98,31-Mar-99
Bulgaria,VietNam,19-Sep-96,15-May-98
Bulgaria,Yemen,12-Apr-02,11-Apr-03
Brunei Darussalam,China,17-Nov-00,----
Brunei Darussalam,Germany,30-Mar-98,15-Jun-04
Brunei Darussalam,India,22-May-08,18-Jan-09
Brunei Darussalam,"Korea, Republic of",14-Nov-00,30-Oct-03
Brunei Darussalam,Oman,8-Jun-98,----
Brunei Darussalam,South Africa,14-Nov-00,----
Brazil,Belgium and Luxembourg,6-Jan-99,---
Brazil,Chile,22-Mar-94,---
Brazil,Cuba,26-Jun-97,---
Brazil,Denmark,4-May-95,---
Brazil,Finland,28-Mar-95,---
Brazil,France,21-Mar-95,---
Brazil,Germany,21-Sep-95,---
Brazil,Italy,3-Apr-95,---
Brazil,"Korea, Republic of",1-Sep-95,---
Brazil,Netherlands,25-Nov-98,---
Brazil,Portugal,9-Feb-94,---
Brazil,Switzerland,11-Nov-94,---
Brazil,United Kingdom,19-Jul-94,---
Brazil,Venezuela,4-Jul-95,---
Botswana,Belgium and Luxembourg,7-Jun-06,---
Botswana,China,12-Jun-00,---
Botswana,Germany,23-May-00,6-Aug-07
Botswana,Ghana,4-Jul-03,---
Botswana,Malaysia,31-Jul-97,---
Botswana,Mauritius,17-Aug-05,---
Botswana,Switzerland,26-Jun-98,13-Apr-00
Botswana,Zimbabwe,21-Mar-11,---
Bosnia and Herzegovina,Albania,17-Jun-08,6-Apr-09
Bosnia and Herzegovina,Austria,2-Oct-00,20-Oct-02
Bosnia and Herzegovina,Belarus,29-Nov-04,22-Jan-06
Bosnia and Herzegovina,Belgium and Luxembourg,3-Mar-04,16-Sep-10
Bosnia and Herzegovina,Canada,21-Dec-79,28-Dec-80
Bosnia and Herzegovina,China,26-Jun-02,1-Jan-05
Bosnia and Herzegovina,Croatia,23-Jul-02,3-Jan-05
Bosnia and Herzegovina,Czech Republic,9-Jun-09,3-Jun-10
Bosnia and Herzegovina,Denmark,24-Mar-04,13-Jun-08
Bosnia and Herzegovina,Egypt,11-Mar-98,29-Oct-01
Bosnia and Herzegovina,Finland,1-Nov-01,8-Dec-01
Bosnia and Herzegovina,France,12-Dec-03,18-Dec-05
Bosnia and Herzegovina,Germany,18-Oct-01,11-Nov-07
Bosnia and Herzegovina,Greece,12-Dec-00,15-Jun-07
Bosnia and Herzegovina,Hungary,26-Sep-02,31-Aug-05
Bosnia and Herzegovina,India,12-Sep-06,13-Feb-08
Bosnia and Herzegovina,"Iran, Islamic Republic of",27-Jul-96,25-Aug-00
Bosnia and Herzegovina,Italy,19-May-00,10-Feb-05
Bosnia and Herzegovina,Jordan,2-Jul-06,25-Nov-11
Bosnia and Herzegovina,Kuwait,13-Jun-01,23-Dec-02
Bosnia and Herzegovina,Lithuania,7-Jun-07,16-Mar-09
Bosnia and Herzegovina,"Macedonia, TFYR",16-Feb-01,25-Apr-04
Bosnia and Herzegovina,Malaysia,16-Dec-94,27-May-95
Bosnia and Herzegovina,"Moldova, Republic of",9-Apr-03,9-Jun-08
Bosnia and Herzegovina,Netherlands,13-May-98,1-Jan-02
Bosnia and Herzegovina,Pakistan,4-Sep-01,14-May-10
Bosnia and Herzegovina,Portugal,13-Mar-02,3-Feb-09
Bosnia and Herzegovina,Qatar,1-Jun-98,5-Feb-09
Bosnia and Herzegovina,Romania,18-Jun-10,12-Jan-12
Bosnia and Herzegovina,San Marino,2-Aug-11,24-May-12
Bosnia and Herzegovina,Serbia,18-Dec-01,25-Aug-04
Bosnia and Herzegovina,Slovakia,2-Jun-08,19-Nov-09
Bosnia and Herzegovina,Slovenia,30-May-01,1-Jul-02
Bosnia and Herzegovina,Spain,25-Apr-02,21-May-03
Bosnia and Herzegovina,Sweden,31-Oct-00,1-Jan-02
Bosnia and Herzegovina,Switzerland,5-Sep-03,21-May-05
Bosnia and Herzegovina,Turkey,21-Jan-98,10-Feb-09
Bosnia and Herzegovina,Ukraine,13-Mar-02,22-Jan-04
Bosnia and Herzegovina,United Kingdom,2-Oct-02,25-Jul-03
Bolivia,Argentina,17-Mar-94,1-May-95
Bolivia,Austria,4-Apr-97,1-Jul-02
Bolivia,Belgium and Luxembourg,25-Apr-90,10-Jan-04
Bolivia,Chile,22-Sep-94,21-Jul-99
Bolivia,China,8-May-92,1-Sep-96
Bolivia,Costa Rica,7-Oct-02,---
Bolivia,Cuba,6-May-95,23-Aug-98
Bolivia,Denmark,12-Mar-95,22-Mar-97
Bolivia,Ecuador,25-May-95,15-Aug-97
Bolivia,France,25-Oct-89,12-Oct-96
Bolivia,Germany,23-Mar-87,9-Nov-90
Bolivia,Italy,30-Apr-90,22-Feb-92
Bolivia,"Korea, Republic of",1-Apr-96,4-Jun-97
Bolivia,Paraguay,3-May-01,---
Bolivia,Peru,30-Jul-93,19-Mar-95
Bolivia,Romania,9-Oct-95,16-Mar-97
Bolivia,Spain,29-Oct-01,9-Jul-02
Bolivia,Switzerland,6-Nov-87,13-May-91
Bolivia,United Kingdom,24-May-88,16-Feb-90
Benin,Belgium and Luxembourg,18-May-01,30-Aug-07
Benin,Burkina Faso,18-May-01,---
Benin,Canada,9-Jan-13,---
Benin,Chad,18-May-01,---
Benin,China,18-Feb-04,---
Benin,Germany,29-Jun-78,18-Jul-85
Benin,Ghana,18-May-01,---
Benin,Guinea,18-May-01,---
Benin,Lebanon,15-Jun-04,---
Benin,Mali,18-May-01,---
Benin,Mauritius,18-May-01,---
Benin,Morocco,15-Jun-04,---
Benin,Netherlands,13-Dec-01,15-Dec-07
Benin,Switzerland,20-Apr-66,6-Oct-73
Benin,United Kingdom,27-Nov-87,27-Nov-87
Belize,Austria,17-Jul-01,1-Feb-02
Belize,Cuba,8-Apr-98,16-Apr-99
Belize,El Salvador,4-Dec-01,---
Belize,Italy,23-Nov-05,---
Belize,Netherlands,20-Sep-02,1-Oct-04
Belize,Taiwan Province of China,16-Jan-99,---
Belize,United Kingdom,30-Apr-82,30-Apr-82
Belgium,and Luxembourg Albania,1-Feb-99,18-Oct-02
Belgium,Algeria,24-Apr-91,13-Feb-92
Belgium,Argentina,28-Jun-90,20-May-94
Belgium,Armenia,7-Jun-01,19-Dec-03
Belgium,Azerbaijan,18-May-04,27-May-09
Belgium,Bahrain,11-Jul-06,---
Belgium,Bangladesh,22-May-81,14-Sep-87
Belgium,Barbados,29-May-09,---
Belgium,Belarus,9-Apr-02,---
Belgium,Benin,18-May-01,30-Aug-07
Belgium,Bolivia,25-Apr-90,10-Jan-04
Belgium,Bosnia and Herzegovina,3-Mar-04,16-Sep-10
Belgium,Botswana,7-Jun-06,---
Belgium,Brazil,6-Jan-99,---
Belgium,Bulgaria,25-Oct-88,29-May-91
Belgium,Burkina Faso,18-May-01,13-Jan-04
Belgium,Burundi,13-Apr-89,12-Sep-93
Belgium,Cameroon,27-Mar-80,1-Nov-81
Belgium,Chile,15-Jul-92,5-Aug-99
Belgium,China,6-Jun-05,1-Dec-09
Belgium,Comoros,18-May-01,---
Belgium,"Congo, DR",17-Feb-05,---
Belgium,Costa Rica,26-Apr-02,---
Belgium,Côte d' Ivoire,1-Apr-99,---
Belgium,Croatia,31-Oct-01,29-Dec-03
Belgium,Cuba,19-May-98,---
Belgium,Cyprus,26-Feb-91,5-Jun-99
Belgium,Czech Republic,24-Apr-89,13-Feb-92
Belgium,Egypt,28-Feb-99,24-May-02
Belgium,El Salvador,12-Oct-99,12-Nov-02
Belgium,Estonia,24-Jan-96,23-Oct-99
Belgium,Ethiopia,26-Oct-06,---
Belgium,Gabon,27-May-98,28-May-05
Belgium,Georgia,23-Jun-93,3-Jul-99
Belgium,Guatemala,14-Apr-05,---
Belgium,"Hong Kong, China",7-Oct-96,18-Jun-01
Belgium,Hungary,14-May-86,23-Sep-88
Belgium,India,31-Oct-97,8-Jan-01
Belgium,Indonesia,15-Jan-70,17-Jun-72
Belgium,Kazakhstan,16-Apr-98,6-Feb-01
Belgium,"Korea, Republic of",12-Dec-06,27-Mar-11
Belgium,Kuwait,28-Sep-00,8-Dec-03
Belgium,Latvia,27-Mar-96,4-Apr-99
Belgium,Lebanon,6-Sep-99,5-Mar-04
Belgium,Liberia,5-Jun-85,---
Belgium,Libyan Arab Jamahiriya,15-Feb-04,8-Dec-07
Belgium,Lithuania,15-Oct-97,6-Sep-99
Belgium,"Macedonia, TFYR",17-Feb-99,4-Nov-02
Belgium,Madagascar,29-Sep-05,29-Nov-08
Belgium,Malaysia,22-Nov-79,8-Feb-82
Belgium,Malta,5-Mar-87,15-Jun-93
Belgium,Mauritania,23-Nov-83,---
Belgium,Mauritius,30-Nov-05,16-Dec-09
Belgium,Mexico,27-Aug-98,14-Mar-03
Belgium,"Moldova, Republic of",21-May-96,20-Apr-02
Belgium,Mongolia,3-Mar-92,15-Apr-00
Belgium,Montenegro,16-Feb-10,---
Belgium,Morocco,13-Apr-99,29-May-02
Belgium,Mozambique,18-Jul-06,1-Sep-09
Belgium,Nicaragua,26-May-05,---
Belgium,Oman,16-Dec-08,---
Belgium,Pakistan,23-Apr-98,---
Belgium,Panama,26-Mar-09,---
Belgium,Paraguay,6-Oct-92,9-Jan-04
Belgium,Peru,12-Oct-05,12-Sep-08
Belgium,Philippines,14-Jan-98,19-Dec-03
Belgium,Poland,19-May-87,2-Aug-91
Belgium,Qatar,6-Nov-07,---
Belgium,Romania,4-Mar-96,9-Mar-01
Belgium,Russian Federation,9-Feb-89,13-Oct-91
Belgium,Rwanda,16-Apr-07,---
Belgium,Saudi Arabia,22-Apr-01,11-Jun-04
Belgium,Serbia,6-Mar-04,12-Aug-07
Belgium,Singapore,17-Nov-78,27-Nov-80
Belgium,Slovakia,24-Apr-89,13-Feb-92
Belgium,Slovenia,1-Feb-99,14-Jan-02
Belgium,South Africa,14-Aug-98,14-Mar-03
Belgium,Sri Lanka,5-Apr-82,26-Apr-84
Belgium,Sudan,7-Nov-05,---
Belgium,Tajikistan,12-Feb-09,---
Belgium,Thailand,12-Jun-02,19-Sep-04
Belgium,Togo,6-Jun-09,---
Belgium,Tunisia,8-Jan-97,18-Oct-02
Belgium,Turkey,27-Aug-86,4-May-90
Belgium,Uganda,1-Feb-05,---
Belgium,Ukraine,20-May-96,27-Jan-01
Belgium,United Arab Emirates,5-Mar-04,10-Nov-07
Belgium,Uruguay,4-Nov-91,23-Apr-99
Belgium,Uzbekistan,17-Apr-98,6-Feb-01
Belgium,Venezuela,17-Mar-98,29-Apr-04
Belgium,VietNam,24-Jan-91,11-Jun-99
Belgium,Yemen,20-Nov-00,12-Jan-04
Belgium,Zambia,18-May-01,---
Belarus,Armenia,26-May-01,2-Oct-02
Belarus,Austria,16-May-01,1-Jun-02
Belarus,Azerbaijan,3-Jun-10,---
Belarus,Bahrain,26-Oct-02,16-Jun-08
Belarus,Belgium and Luxembourg,9-Apr-02,---
Belarus,Bosnia and Herzegovina,29-Nov-04,22-Jan-06
Belarus,Bulgaria,21-Feb-96,11-Nov-97
Belarus,China,11-Jan-93,14-Jan-95
Belarus,Croatia,26-Jun-01,14-Jul-05
Belarus,Cuba,8-Jun-00,16-Aug-01
Belarus,Cyprus,29-May-98,3-Sep-98
Belarus,Czech Republic,14-Oct-96,9-Apr-98
Belarus,Denmark,31-Mar-04,20-Jul-05
Belarus,Egypt,20-Mar-97,18-Jan-99
Belarus,Estonia,21-Oct-09,---
Belarus,Finland,8-Jun-06,10-Apr-08
Belarus,France,28-Oct-93,---
Belarus,Germany,2-Apr-93,23-Sep-96
Belarus,India,26-Nov-02,23-Nov-03
Belarus,"Iran, Islamic Republic of",14-Jul-95,23-Jun-00
Belarus,Israel,11-Apr-00,14-Aug-03
Belarus,Italy,25-Jul-95,12-Aug-97
Belarus,Jordan,20-Dec-02,22-Dec-05
Belarus,"Korea, DPR",24-Aug-06,---
Belarus,"Korea, Republic of",22-Apr-97,9-Aug-97
Belarus,Kuwait,10-Jul-01,14-Jun-03
Belarus,Kyrgyzstan,30-Mar-99,11-Nov-01
Belarus,Latvia,3-Mar-98,21-Dec-98
Belarus,Lebanon,19-Jun-01,29-Dec-02
Belarus,Libyan Arab Jamahiriya,1-Nov-00,23-Feb-02
Belarus,Lithuania,5-Mar-99,16-May-02
Belarus,"Macedonia, TFYR",20-Jun-01,---
Belarus,Mexico,4-Sep-08,27-Aug-09
Belarus,"Moldova,Republic of",28-May-99,19-Nov-99
Belarus,Mongolia,28-May-01,1-Dec-01
Belarus,Netherlands,11-Apr-95,1-Aug-96
Belarus,Oman,10-May-04,18-Jan-05
Belarus,Pakistan,22-Jan-97,---
Belarus,Poland,24-Apr-92,18-Jan-93
Belarus,Qatar,17-Feb-01,6-Aug-04
Belarus,Romania,31-May-95,8-Jan-97
Belarus,Saudi Arabia,20-Jul-09,7-Aug-10
Belarus,Serbia,6-Mar-96,25-Jan-97
Belarus,Singapore,15-May-00,13-Jan-01
Belarus,Slovakia,26-Aug-05,1-Sep-06
Belarus,Slovenia,18-Oct-06,---
Belarus,Spain,26-Oct-90,28-Nov-91
Belarus,Sweden,20-Dec-94,1-Nov-96
Belarus,Switzerland,28-May-93,13-Jul-94
Belarus,Syrian Arab Republic,11-Mar-98,1-Oct-98
